사업유형,사업번호,사업계획변경순번,사업년도,사업명,심사상태코드,최초심의일자,심의요청일,심의종료일,삭제여부
공익활동형,2023-05730,3,2023,지하철안내도우미,승인완료,2023-01-10 00:00,2023-01-09 00:00,2022-12-13 00:00,N
사회서비스형,2023-05758,1,2023,데이봉사단,변경심사요청,2023-10-06 00:00,2023-10-06 00:00,2022-12-19 00:00,N
시장형,2023-06465,1,2023,온새미로,승인완료,2022-12-09 00:00,2022-12-09 00:00,2022-12-09 00:00,N
사회서비스형,2023-06519,1,2023,고령자취업적합기업 정보수집 및 구축사업단,승인완료,2022-12-09 00:00,2022-12-09 00:00,2022-12-15 00:00,N
공익활동형,2023-06552,3,2023,클린하우스,승인완료,2023-01-04 00:00,2022-12-15 00:00,2022-12-17 00:00,N
공익활동형,2023-06587,2,2023,스쿨존교통지원사업,승인완료,2023-01-10 00:00,2022-12-09 00:00,2022-12-19 00:00,N
공익활동형,2023-05659,3,2023,공공의료및복지시설봉사,승인완료,2023-04-25 00:00,2022-12-19 00:00,2022-12-19 00:00,N
사회서비스형,2023-05708,1,2023,아동그룹홈도우미,승인완료,2022-12-09 00:00,2022-12-09 00:00,2022-12-14 00:00,N
사회서비스형,2023-05781,2,2023,시니어건강플래너,삭제요청,2023-01-06 00:00,2022-12-14 00:00,2022-12-16 00:00,Y
시장형,2023-05835,2,2023,광명야채클럽(광명전통시장 야채손질),승인완료,2022-12-16 00:00,2022-12-16 00:00,2022-12-16 00:00,N
사회서비스형,2023-06776,3,2023,청소년복지서비스지원사업,승인완료,2022-12-16 00:00,2022-12-16 00:00,2022-12-20 00:00,N
공익활동형,2023-06779,1,2023,손주사랑사업,승인완료,2022-12-09 00:00,2022-12-09 00:00,2022-12-14 00:00,N
사회서비스형,2023-06780,4,2023,할머니맘,승인완료,2023-05-08 00:00,2022-12-15 00:00,2022-12-15 00:00,N
공익활동형,2023-06785,5,2023,영락공원관리사업,승인완료,2023-09-05 00:00,2023-03-13 00:00,2022-12-22 00:00,N
사회서비스형,2023-04919,3,2023,꿈나무보조인력,승인완료,2023-03-28 00:00,2022-12-14 00:00,2022-12-15 00:00,N
사회서비스형,2023-04973,1,2023,공공시설지원사업,승인완료,2022-12-08 00:00,2022-12-08 00:00,2022-12-09 00:00,N
공익활동형,2023-06281,2,2023,공공시설지원,승인완료,2023-01-04 00:00,2022-12-09 00:00,2022-12-15 00:00,N
공익활동형,2023-06393,2,2023,버스정류장 소독방역사업 (클린사랑),승인완료,2022-12-14 00:00,2022-12-14 00:00,2022-12-15 00:00,N
시장형,2023-06445,2,2023,행복한가게,승인완료,2023-01-11 00:00,2022-12-14 00:00,2022-12-22 00:00,N
공익활동형,2023-06449,1,2023,청소년보호지원사업,승인완료,2022-12-15 00:00,2022-12-15 00:00,2022-12-16 00:00,N
공익활동형,2023-06173,1,2023,지역환경 지킴벗,승인완료,2022-12-14 00:00,2022-12-14 00:00,2022-12-15 00:00,N
사회서비스형,2023-06194,1,2023,시니어 컨설턴트,승인완료,2022-12-09 00:00,2022-12-09 00:00,2022-12-16 00:00,N
공익활동형,2023-06295,2,2023,성남시니어클럽-노노케어(11개월),승인완료,2023-01-06 00:00,2022-12-09 00:00,2022-12-09 00:00,N
공익활동형,2023-06906,1,2023,또래지킴이,승인완료,2022-12-09 00:00,2022-12-09 00:00,2022-12-10 00:00,N
시장형,2023-06913,4,2023,대덕공동작업장,승인완료,2023-05-22 00:00,2023-05-18 00:00,2022-12-29 00:00,N
사회서비스형,2023-04758,2,2023,시니어 컨설턴트,승인완료,2023-08-31 00:00,2022-12-09 00:00,2022-12-19 00:00,N
시장형,2023-04791,1,2023,"다시,온 배송",승인완료,2022-12-13 00:00,2022-12-13 00:00,2022-12-16 00:00,N
공익활동형,2023-04899,4,2023,청춘은꽃길따라,승인완료,2023-08-23 00:00,2022-12-09 00:00,2022-12-12 00:00,N
사회서비스형,2023-04921,1,2023,보육교사봉사,승인완료,2022-12-09 00:00,2022-12-09 00:00,2022-12-13 00:00,N
시장형,2023-06520,2,2023,은빛자원재활용,승인완료,2023-01-11 00:00,2022-12-09 00:00,2022-12-22 00:00,N
사회서비스형,2023-06521,3,2023,아해랑사업단(안양시노인종합복지관),승인완료,2023-08-22 00:00,2023-08-22 00:00,2022-12-13 00:00,N
공익활동형,2023-06530,2,2023,노노케어,승인완료,2022-12-14 00:00,2022-12-14 00:00,2022-12-15 00:00,N
공익활동형,2023-06533,2,2023,방역지원사업,승인완료,2023-01-06 00:00,2023-01-06 00:00,2022-12-12 00:00,N
공익활동형,2023-05858,1,2023,온누리봉사단,변경심사요청,2023-10-06 00:00,2023-10-06 00:00,2022-12-19 00:00,N
사회서비스형,2023-05883,1,2023,노인일자리 담당자 업무 지원사업,승인완료,2022-12-12 00:00,2022-12-12 00:00,2022-12-15 00:00,N
공익활동형,2023-06932,2,2023,우리마을가꾸기3,승인완료,2023-07-11 00:00,2022-12-16 00:00,2022-12-19 00:00,N
사회서비스형,2023-06936,1,2023,보육시설도우미사업,승인완료,2022-12-16 00:00,2022-12-16 00:00,2022-12-18 00:00,N
공익활동형,2023-06942,3,2023,서산사랑 환경지킴이,승인완료,2023-01-08 00:00,2022-12-14 00:00,2022-12-14 00:00,N
사회서비스형,2023-06944,1,2023,사전연명치료의향서 상담사 운영지원,승인완료,2022-12-09 00:00,2022-12-09 00:00,2022-12-13 00:00,N
공익활동형,2023-05005,3,2023,"공원, 놀이터 등 공공시설봉사",승인완료,2023-05-30 00:00,2022-12-08 00:00,2022-12-08 00:00,N
공익활동형,2023-05067,2,2023,초등학교급식도우미,승인완료,2022-12-14 00:00,2022-12-14 00:00,2022-12-15 00:00,N
공익활동형,2023-05072,2,2023,꾸러기놀이대장,승인완료,2023-01-19 00:00,2022-12-09 00:00,2022-12-14 00:00,N
공익활동형,2023-06277,2,2023,경로당깔끄미(북면),승인완료,2022-12-13 00:00,2022-12-13 00:00,2022-12-14 00:00,N
사회서비스형,2023-06308,1,2023,보육시설(어린이집 등) 지원,승인완료,2022-12-09 00:00,2022-12-09 00:00,2022-12-15 00:00,N
시장형,2023-06354,4,2023,재활용사업단,승인완료,2023-06-23 00:00,2023-06-23 00:00,2022-12-23 00:00,N
시장형,2023-06358,1,2023,로맨스카페사업,승인완료,2022-12-09 00:00,2022-12-09 00:00,2022-12-22 00:00,N
공익활동형,2023-05137,1,2023,노노케어,승인완료,2022-12-09 00:00,2022-12-09 00:00,2022-12-12 00:00,N
공익활동형,2023-05192,4,2023,주정차질서계도지원사업,승인완료,2022-12-20 00:00,2022-12-20 00:00,2022-12-20 00:00,N
공익활동형,2023-05199,4,2023,경로당관리지원2,승인완료,2023-09-18 00:00,2023-09-14 00:00,2022-12-14 00:00,N
공익활동형,2023-06218,1,2023,노노케어(11개월),승인완료,2022-12-09 00:00,2022-12-09 00:00,2022-12-09 00:00,N
공익활동형,2023-06254,1,2023,재가노인식사배달,승인완료,2022-12-19 00:00,2022-12-19 00:00,2022-12-19 00:00,N
시장형,2023-06321,3,2023,Cafe愛오다-고향의봄,승인완료,2023-06-23 00:00,2023-06-22 00:00,2022-12-28 00:00,N
공익활동형,2023-06415,1,2023,스쿨죤 교통지도,승인완료,2022-12-09 00:00,2022-12-09 00:00,2022-12-14 00:00,N
사회서비스형,2023-05808,1,2023,시니어안전모니터링,승인완료,2022-12-12 00:00,2022-12-12 00:00,2022-12-12 00:00,N
공익활동형,2023-05821,1,2023,경륜전수활동,승인완료,2022-12-19 00:00,2022-12-19 00:00,2022-12-19 00:00,N
사회서비스형,2023-05822,2,2023,노인관련시설지원,승인완료,2022-12-12 00:00,2022-12-08 00:00,2022-12-09 00:00,N
공익활동형,2023-05905,1,2023,아동보육시설 교구 및 장난감 소독 활동(보육시설도우미),승인완료,2022-12-09 00:00,2022-12-09 00:00,2022-12-09 00:00,N
시장형,2023-05927,3,2023,여러분유통,승인완료,2022-12-20 00:00,2022-12-20 00:00,2022-12-20 00:00,N
공익활동형,2023-06553,3,2023,경로당깔끄미(온정면),승인완료,2022-12-13 00:00,2022-12-13 00:00,2022-12-14 00:00,N
사회서비스형,2023-06557,1,2023,시니어안전모니터링,승인완료,2022-12-09 00:00,2022-12-09 00:00,2022-12-13 00:00,N
시장형,2023-06665,3,2023,야무진손,반려,2022-12-13 00:00,2022-12-13 00:00,,Y
공익활동형,2023-06666,2,2023,2023년 공익형 노인일자리 사업(복지시설도우미),승인완료,2022-12-16 00:00,2022-12-16 00:00,2022-12-16 00:00,N
공익활동형,2023-05801,2,2023,공공의료 및 복지시설지원사업,승인완료,2023-01-06 00:00,2022-12-09 00:00,2022-12-19 00:00,N
공익활동형,2023-05812,2,2023,우리학교지킴이사업단,승인완료,2022-12-19 00:00,2022-12-19 00:00,2022-12-21 00:00,N
사회서비스형,2023-05851,1,2023,돌봄공간 '다원쉼터' 지원사업,승인완료,2022-12-12 00:00,2022-12-12 00:00,2022-12-17 00:00,N
공익활동형,2023-06789,4,2023,경로당청소,승인완료,2023-09-12 00:00,2023-01-03 00:00,2022-12-16 00:00,N
공익활동형,2023-06793,3,2023,지하철안전지킴이,승인완료,2022-12-14 00:00,2022-12-14 00:00,2022-12-15 00:00,N
시장형,2023-06798,1,2023,할매손맛손,승인완료,2022-12-09 00:00,2022-12-09 00:00,2022-12-16 00:00,N
시장형,2023-06802,1,2023,"공예, 판촉물 사업단",승인완료,2022-12-13 00:00,2022-12-13 00:00,2022-12-19 00:00,N
사회서비스형,2023-04976,2,2023,스마트친구,승인완료,2023-01-11 00:00,2022-12-09 00:00,2022-12-10 00:00,N
시장형,2023-04984,1,2023,공사립유치원도우미,승인완료,2022-12-08 00:00,2022-12-08 00:00,2022-12-15 00:00,N
공익활동형,2023-04989,3,2023,전통공예 사업단,승인완료,2023-03-16 00:00,2022-12-09 00:00,2022-12-15 00:00,N
사회서비스형,2023-06565,2,2023,더불어함께 사업단,승인완료,2022-12-16 00:00,2022-12-16 00:00,2022-12-16 00:00,N
공익활동형,2023-06572,2,2023,2023년 노인일자리 공익형(노노케어),승인완료,2022-12-16 00:00,2022-12-16 00:00,2022-12-16 00:00,N
사회서비스형,2023-06359,2,2023,시니어금융업무지원사업단,승인완료,2022-12-13 00:00,2022-12-13 00:00,2022-12-14 00:00,N
공익활동형,2023-06915,1,2023,게이트볼장 환경정비,승인완료,2022-12-09 00:00,2022-12-09 00:00,2022-12-19 00:00,N
공익활동형,2023-06919,2,2023,노들벗클럽,승인완료,2022-12-20 00:00,2022-12-20 00:00,2022-12-27 00:00,N
공익활동형,2023-04929,2,2023,지역아동센터봉사,승인완료,2022-12-13 00:00,2022-12-13 00:00,2022-12-13 00:00,N
시장형,2023-04936,1,2023,실버택배사업,승인완료,2022-12-20 00:00,2022-12-20 00:00,2022-12-26 00:00,N
공익활동형,2023-04974,4,2023,국화키움 사업단,승인완료,2023-03-16 00:00,2023-02-09 00:00,2022-12-15 00:00,N
공익활동형,2023-05010,2,2023,안전서구만들기,승인완료,2022-12-14 00:00,2022-12-14 00:00,2022-12-15 00:00,N
사회서비스형,2023-06715,1,2023,노인맞춤돌봄서비스지원,승인완료,2022-12-09 00:00,2022-12-09 00:00,2022-12-12 00:00,N
사회서비스형,2023-06723,2,2023,찾아가는 이동빨래방,반려,2022-12-15 00:00,2022-12-15 00:00,,Y
공익활동형,2023-06731,3,2023,도서관관리 지원사업,승인완료,2023-04-12 00:00,2023-04-11 00:00,2022-12-17 00:00,N
공익활동형,2023-06739,2,2023,숲생태해설사업,승인완료,2022-12-14 00:00,2022-12-14 00:00,2022-12-14 00:00,N
공익활동형,2023-06764,1,2023,실버안전지킴이,승인완료,2022-12-09 00:00,2022-12-09 00:00,2022-12-13 00:00,N
시장형,2023-05909,1,2023,향기로운그대,승인완료,2022-12-19 00:00,2022-12-19 00:00,2022-12-20 00:00,N
공익활동형,2023-05933,4,2023,풀내음 품은길,승인완료,2023-04-12 00:00,2023-02-23 00:00,2022-12-14 00:00,N
시장형,2023-06945,4,2023,마망베이커리&카페 3호점,승인완료,2022-12-22 00:00,2022-12-22 00:00,2022-12-22 00:00,N
공익활동형,2023-06947,4,2023,우리동네지킴이2,승인완료,2023-01-11 00:00,2023-01-11 00:00,2022-12-20 00:00,N
사회서비스형,2023-06948,2,2023,시니어서포터즈,승인완료,2023-01-06 00:00,2023-01-04 00:00,2022-12-14 00:00,N
시장형,2023-05080,2,2023,카페 Modu(모두),승인완료,2023-01-10 00:00,2023-01-10 00:00,2022-12-19 00:00,N
사회서비스형,2023-05125,2,2023,시니어 컨설턴트 사업,승인완료,2023-02-28 00:00,2022-12-13 00:00,2022-12-14 00:00,N
시장형,2023-05178,5,2023,천사랑,승인완료,2023-01-10 00:00,2022-12-19 00:00,2022-12-20 00:00,N
공익활동형,2023-06377,1,2023,우리마을 시설관리공단,승인완료,2022-12-20 00:00,2022-12-20 00:00,2022-12-27 00:00,N
공익활동형,2023-06411,1,2023,다문화가정아동교육지도사업,승인완료,2022-12-09 00:00,2022-12-09 00:00,2022-12-09 00:00,N
공익활동형,2023-06424,2,2023,공원환경지킴이-Ⅱ,승인완료,2023-01-06 00:00,2023-01-05 00:00,2022-12-15 00:00,N
공익활동형,2023-03556,2,2023,공공의료 및 복지시설봉사,승인완료,2023-01-10 00:00,2023-01-10 00:00,2022-12-14 00:00,N
시장형,2023-04892,2,2023,종량제봉투배송사업,승인완료,2022-12-20 00:00,2022-12-20 00:00,2022-12-20 00:00,N
시장형,2023-04985,4,2023,해품감태제조,승인완료,2023-01-13 00:00,2022-12-28 00:00,2022-12-21 00:00,N
공익활동형,2023-05216,1,2023,동년배 공감 돌봄이 사업,승인완료,2022-12-17 00:00,2022-12-17 00:00,2022-12-19 00:00,N
공익활동형,2023-06433,2,2023,우리마을 급식도우미,승인완료,2023-01-18 00:00,2023-01-16 00:00,2022-12-27 00:00,N
사회서비스형,2023-06440,1,2023,복지시설도우미,승인완료,2022-12-09 00:00,2022-12-09 00:00,2022-12-13 00:00,N
공익활동형,2023-06497,1,2023,꿈나무안심동행,승인완료,2022-12-09 00:00,2022-12-09 00:00,2022-12-13 00:00,N
공익활동형,2023-06512,3,2023,사랑배달도우미,승인완료,2023-04-06 00:00,2023-04-06 00:00,2022-12-15 00:00,N
공익활동형,2023-06056,1,2023,학교시설지원사업,승인완료,2022-12-14 00:00,2022-12-14 00:00,2022-12-19 00:00,N
공익활동형,2023-06076,2,2023,교육시설관리지원,승인완료,2023-01-09 00:00,2023-01-09 00:00,2022-12-15 00:00,N
공익활동형,2023-06077,4,2023,놀이터수호천사2사업,승인완료,2023-01-03 00:00,2023-01-03 00:00,2022-12-14 00:00,N
공익활동형,2023-10732,2,2023,주정차질서 계도 봉사,승인완료,2022-12-15 00:00,2022-12-15 00:00,2022-12-15 00:00,N
공익활동형,2023-10736,1,2023,도서관관리지원,승인완료,2022-12-15 00:00,2022-12-15 00:00,2022-12-16 00:00,N
공익활동형,2023-20630,3,2023,복지환경지킴이,승인완료,2023-08-30 00:00,2023-08-30 00:00,2023-01-13 00:00,N
공익활동형,2023-06674,1,2023,버스승강장클린사업,승인완료,2022-12-09 00:00,2022-12-09 00:00,2022-12-14 00:00,N
공익활동형,2023-06692,2,2023,9988행복지키미-1,승인완료,2023-01-06 00:00,2023-01-06 00:00,2022-12-12 00:00,N
공익활동형,2023-06705,1,2023,경로당중식지원사업,승인완료,2022-12-12 00:00,2022-12-12 00:00,2022-12-14 00:00,N
사회서비스형,2023-05918,2,2023,사전연명의료의향서 상담사 운영지원,승인완료,2023-02-23 00:00,2023-02-23 00:00,2022-12-19 00:00,N
시장형,2023-05988,3,2023,클린환경,승인완료,2022-12-26 00:00,2022-12-26 00:00,2022-12-26 00:00,N
공익활동형,2023-06020,3,2023,청소년안전지킴이(기회),승인완료,2023-02-08 00:00,2023-01-05 00:00,2022-12-14 00:00,N
공익활동형,2023-03536,2,2023,늘푸른봉사단,승인완료,2022-12-14 00:00,2022-12-14 00:00,2022-12-14 00:00,N
공익활동형,2023-03708,2,2023,노노케어,승인완료,2023-01-30 00:00,2023-01-30 00:00,2022-12-26 00:00,N
공익활동형,2023-04669,3,2023,초등학교 급식도우미,승인완료,2023-03-14 00:00,2023-02-21 00:00,2022-12-15 00:00,N
공익활동형,2023-05112,2,2023,활동점검도우미,승인완료,2023-01-02 00:00,2023-01-02 00:00,2022-12-09 00:00,N
공익활동형,2023-06328,2,2023,경로당 중식도우미,승인완료,2023-01-19 00:00,2023-01-19 00:00,2022-12-17 00:00,N
공익활동형,2023-06592,5,2023,버스승강장지킴이,승인완료,2023-09-19 00:00,2023-09-19 00:00,2022-12-17 00:00,N
공익활동형,2023-06658,3,2023,골목환경도우미,승인완료,2023-09-04 00:00,2023-01-06 00:00,2022-12-13 00:00,N
공익활동형,2023-06746,4,2023,내동네가꾸기,승인완료,2023-01-02 00:00,2022-12-14 00:00,2022-12-14 00:00,N
사회서비스형,2023-06778,3,2023,복지시설도우미(보육),승인완료,2022-12-15 00:00,2022-12-15 00:00,2022-12-16 00:00,N
공익활동형,2023-06684,2,2023,은빛바다사랑,승인완료,2022-12-14 00:00,2022-12-14 00:00,2022-12-15 00:00,N
공익활동형,2023-06818,1,2023,공공의료기관 및 복지시설봉사,승인완료,2022-12-09 00:00,2022-12-09 00:00,2022-12-14 00:00,N
사회서비스형,2023-06924,1,2023,마을안전서비스지원사업,승인완료,2022-12-13 00:00,2022-12-13 00:00,2022-12-20 00:00,N
공익활동형,2023-06930,3,2023,상동호수공원 환경지킴이 '평일반',승인완료,2023-01-12 00:00,2023-01-12 00:00,2022-12-13 00:00,N
사회서비스형,2023-11419,1,2023,스마트매니저,승인완료,2022-12-26 00:00,2022-12-26 00:00,2022-12-30 00:00,N
공익활동형,2023-05054,3,2023,사회복지시설파견사업,승인완료,2023-02-06 00:00,2022-12-09 00:00,2022-12-14 00:00,N
사회서비스형,2023-05070,2,2023,행복보육시설지원사업,승인완료,2022-12-13 00:00,2022-12-13 00:00,2022-12-14 00:00,N
사회서비스형,2023-05163,1,2023,시니어스마트중구,승인완료,2022-12-13 00:00,2022-12-13 00:00,2022-12-16 00:00,N
공익활동형,2023-05175,2,2023,노노행복나눔,승인완료,2022-12-16 00:00,2022-12-16 00:00,2022-12-16 00:00,N
사회서비스형,2023-06772,1,2023,시니어승강기안전단,승인완료,2022-12-16 00:00,2022-12-16 00:00,2022-12-17 00:00,N
공익활동형,2023-06794,1,2023,공공시설봉사,승인완료,2022-12-09 00:00,2022-12-09 00:00,2022-12-14 00:00,N
공익활동형,2023-05948,2,2023,지역환경 플로깅,승인완료,2022-12-20 00:00,2022-12-20 00:00,2022-12-26 00:00,N
공익활동형,2023-06943,5,2023,가야급식지킴이,승인완료,2023-10-05 00:00,2023-09-25 00:00,2022-12-09 00:00,N
사회서비스형,2023-06950,1,2023,공공전문서비스 ,승인완료,2022-12-09 00:00,2022-12-09 00:00,2022-12-13 00:00,N
공익활동형,2023-06953,2,2023,디지털도우미,승인완료,2022-12-11 00:00,2022-12-11 00:00,2022-12-13 00:00,N
사회서비스형,2023-05432,1,2023,시니어컨설턴트,승인완료,2022-12-09 00:00,2022-12-09 00:00,2022-12-16 00:00,N
공익활동형,2023-05453,5,2023,공원관리봉사,승인완료,2023-06-26 00:00,2023-01-31 00:00,2022-12-13 00:00,N
사회서비스형,2023-05471,1,2023,사회서비스형-온종일 돌봄시설 지원,승인완료,2022-12-09 00:00,2022-12-09 00:00,2022-12-13 00:00,N
공익활동형,2023-04078,2,2023,실버교통모니터,승인완료,2022-12-19 00:00,2022-12-19 00:00,2022-12-20 00:00,N
공익활동형,2023-04145,6,2023,공공시설급식도우미,승인완료,2023-09-12 00:00,2023-08-07 00:00,2022-12-21 00:00,N
공익활동형,2023-04344,1,2023,도서관관리지원사업,승인완료,2022-12-08 00:00,2022-12-08 00:00,2022-12-14 00:00,N
공익활동형,2023-04356,1,2023,스쿨존교통안전지원사업(기회),승인완료,2022-12-10 00:00,2022-12-10 00:00,2022-12-14 00:00,N
시장형,2023-04488,3,2023,경로당급식지원,승인완료,2023-08-22 00:00,2022-12-14 00:00,2022-12-16 00:00,N
공익활동형,2023-05255,4,2023,스쿨존교통지원,승인완료,2023-02-01 00:00,2023-01-25 00:00,2022-12-20 00:00,N
공익활동형,2023-05279,2,2023,솔내도서관봉사도우미,승인완료,2022-12-19 00:00,2022-12-19 00:00,2022-12-20 00:00,N
공익활동형,2023-05282,2,2023,복지시설지원관리사업,승인완료,2023-02-16 00:00,2023-02-16 00:00,2022-12-16 00:00,N
공익활동형,2023-05299,3,2023,교통안전지킴이3,승인완료,2022-12-28 00:00,2022-12-14 00:00,2022-12-15 00:00,N
공익활동형,2023-06313,4,2023,공공복지시설봉사,승인완료,2023-09-04 00:00,2022-12-09 00:00,2022-12-13 00:00,N
사회서비스형,2023-06517,2,2023,장애인서비스지원,승인완료,2023-02-21 00:00,2022-12-09 00:00,2022-12-15 00:00,N
사회서비스형,2023-06542,2,2023,인지지원서포터즈,승인완료,2022-12-19 00:00,2022-12-19 00:00,2022-12-21 00:00,N
사회서비스형,2023-06584,4,2023,(사회)사전연명의료의향서지원,승인완료,2022-12-16 00:00,2022-12-16 00:00,2022-12-16 00:00,N
공익활동형,2023-06608,1,2023,스쿨존교통지원봉사,승인완료,2022-12-12 00:00,2022-12-12 00:00,2022-12-14 00:00,N
시장형,2023-05069,3,2023,깔끔한우리여사님,승인완료,2023-01-11 00:00,2023-01-11 00:00,2022-12-22 00:00,N
공익활동형,2023-06078,3,2023,자전거교통안전,승인완료,2023-09-12 00:00,2022-12-12 00:00,2022-12-16 00:00,N
시장형,2023-06085,2,2023,실버카페 2호점,승인완료,2022-12-19 00:00,2022-12-19 00:00,2022-12-21 00:00,N
사회서비스형,2023-04225,2,2023,시니어공공지원단,승인완료,2022-12-09 00:00,2022-12-09 00:00,2022-12-13 00:00,N
사회서비스형,2023-04241,2,2023,안전관리지원단,승인완료,2023-01-11 00:00,2023-01-11 00:00,2022-12-19 00:00,N
공익활동형,2023-04840,4,2023,복지활동도우미,승인완료,2023-02-02 00:00,2023-02-02 00:00,2022-12-17 00:00,N
공익활동형,2023-03446,1,2023,웃음 우리마을지킴이,승인완료,2022-12-08 00:00,2022-12-08 00:00,2022-12-11 00:00,N
사회서비스형,2023-03904,1,2023,시니어승강기 안전단,승인완료,2022-12-08 00:00,2022-12-08 00:00,2022-12-13 00:00,N
사회서비스형,2023-06199,1,2023,시니어우체국도우미,승인완료,2022-12-13 00:00,2022-12-13 00:00,2022-12-14 00:00,N
공익활동형,2023-06263,1,2023,노노케어,승인완료,2022-12-09 00:00,2022-12-09 00:00,2022-12-09 00:00,N
공익활동형,2023-04752,3,2023,시니어 안전지원봉사,승인완료,2023-01-05 00:00,2023-01-05 00:00,2022-12-16 00:00,N
사회서비스형,2023-05182,2,2023,시니어컨설턴트 사업,승인완료,2023-01-26 00:00,2022-12-09 00:00,2022-12-13 00:00,N
공익활동형,2023-06807,4,2023,공공시설물(승강장 유선각)관리,승인완료,2023-01-05 00:00,2022-12-13 00:00,2022-12-13 00:00,N
공익활동형,2023-06812,3,2023,탄천지킴이,승인완료,2022-12-14 00:00,2022-12-14 00:00,2022-12-15 00:00,N
사회서비스형,2023-05115,2,2023,장애인시설인력지원단,승인완료,2022-12-15 00:00,2022-12-15 00:00,2022-12-16 00:00,N
공익활동형,2023-05120,2,2023,연중노노케어(상도영양지기),승인완료,2022-12-16 00:00,2022-12-16 00:00,2022-12-17 00:00,N
사회서비스형,2023-05124,2,2023,노인일자리 업무지원사업,승인완료,2022-12-16 00:00,2022-12-16 00:00,2022-12-16 00:00,N
공익활동형,2023-05132,7,2023,근린생활시설관리사업,승인완료,2023-09-11 00:00,2023-01-09 00:00,2022-12-21 00:00,N
시장형,2023-03903,1,2023,따순밥2호점,승인완료,2022-12-08 00:00,2022-12-08 00:00,2022-12-15 00:00,N
공익활동형,2023-03905,4,2023,우리동네환경지킴이,승인완료,2023-01-05 00:00,2022-12-11 00:00,2022-12-12 00:00,N
공익활동형,2023-04080,4,2023,노노케어,승인완료,2023-01-05 00:00,2022-12-14 00:00,2022-12-14 00:00,N
사회서비스형,2023-04352,2,2023,공공기관스마트도우미,승인완료,2022-12-21 00:00,2022-12-21 00:00,2022-12-24 00:00,N
공익활동형,2023-05064,2,2023,365우리동네지킴이,승인완료,2023-03-23 00:00,2022-12-08 00:00,2022-12-14 00:00,N
공익활동형,2023-04935,3,2023,공원환경지킴이(대한노인회 창녕군지회),승인완료,2023-01-12 00:00,2023-01-12 00:00,2022-12-15 00:00,N
시장형,2023-05056,4,2023,공산품제조,승인완료,2023-01-13 00:00,2022-12-28 00:00,2022-12-21 00:00,N
사회서비스형,2023-05840,3,2023,우체국행정업무지원사업,승인완료,2022-12-14 00:00,2022-12-14 00:00,2022-12-17 00:00,N
사회서비스형,2023-06831,3,2023,복지시설도우미(기타),승인완료,2022-12-16 00:00,2022-12-16 00:00,2022-12-19 00:00,N
공익활동형,2023-06834,4,2023,환경지킴이사업단,승인완료,2023-06-28 00:00,2023-06-27 00:00,2022-12-13 00:00,N
공익활동형,2023-06850,2,2023,교육시설관리지원사업,승인완료,2023-01-09 00:00,2022-12-16 00:00,2022-12-16 00:00,N
공익활동형,2023-03486,1,2023,보육시설봉사,승인완료,2022-12-07 00:00,2022-12-07 00:00,2022-12-14 00:00,N
시장형,2023-03589,3,2023,진도구기자사업단,승인완료,2023-01-18 00:00,2022-12-21 00:00,2022-12-21 00:00,N
공익활동형,2023-05180,4,2023,공원생활안전수칙계도사업,승인완료,2023-03-09 00:00,2022-12-15 00:00,2022-12-17 00:00,N
시장형,2023-05336,2,2023,"늘봄카페 2호, 4호점(커피,제조,판매)",승인완료,2022-12-15 00:00,2022-12-15 00:00,2022-12-16 00:00,N
사회서비스형,2023-05514,2,2023,시니어생명지킴이,승인완료,2023-04-25 00:00,2023-04-25 00:00,2022-12-16 00:00,N
공익활동형,2023-04032,3,2023,아이서포터즈,승인완료,2023-06-23 00:00,2023-06-21 00:00,2022-12-20 00:00,N
공익활동형,2023-04465,3,2023,불법촬영예방단'누군가 보고있어',승인완료,2023-01-11 00:00,2023-01-10 00:00,2022-12-15 00:00,N
공익활동형,2023-04609,1,2023, 놀이터 등 공공시설 봉사,승인완료,2022-12-12 00:00,2022-12-12 00:00,2022-12-19 00:00,N
시장형,2023-05026,5,2023,수세미제조,승인완료,2023-01-13 00:00,2022-12-28 00:00,2022-12-28 00:00,N
시장형,2023-06057,2,2023,소담식당사업단,승인완료,2022-12-17 00:00,2022-12-17 00:00,2022-12-21 00:00,N
공익활동형,2023-06091,2,2023,지역사회환경개선봉사,승인완료,2023-01-09 00:00,2022-12-08 00:00,2022-12-15 00:00,N
시장형,2023-06124,3,2023,시보배송사업,승인완료,2022-12-29 00:00,2022-12-29 00:00,2023-01-04 00:00,N
공익활동형,2023-05591,3,2023,연중노노케어(결식노인지킴이),승인완료,2023-02-01 00:00,2023-01-18 00:00,2022-12-10 00:00,N
사회서비스형,2023-05622,1,2023,실버서포터즈사업,승인완료,2022-12-09 00:00,2022-12-09 00:00,2022-12-17 00:00,N
공익활동형,2023-05938,1,2023,공공시설봉사,승인완료,2022-12-12 00:00,2022-12-12 00:00,2022-12-13 00:00,N
공익활동형,2023-04943,3,2023,복지시설도우미(대한노인회 창녕군지회),승인완료,2023-01-13 00:00,2023-01-12 00:00,2022-12-15 00:00,N
공익활동형,2023-05033,2,2023,메트로실버도우미,승인완료,2022-12-14 00:00,2022-12-14 00:00,2022-12-15 00:00,N
공익활동형,2023-04229,3,2023,버스정류장 환경가꿈이,승인완료,2023-02-21 00:00,2022-12-12 00:00,2022-12-15 00:00,N
