사업유형,사업번호,사업계획변경순번,사업년도,계속사업여부,계속사업시작연도,사업유형코드,비예산여부,특수사업명코드,사업명,관활시도명,시군구코드,관할시군구,기관ID,수행기관시도명,수행기관시군구,사업기간시작일,사업기간종료일,사업계획서상태코드,목표일자리수,최초등록첨부파일,최근승인첨부파일,삭제여부
공익활동형,2022-04908,2,2022,Y,2021,지역사회 환경개선 봉사(A-16),N,105001,우리동네환경지킴이(기타),인천광역시,2817000000,미추홀구,228083,인천광역시,미추홀구,2022-01-03,2022-12-30,승인완료,240,(공익활동) 2022년 우리동네환경지킴이(기타) 사업계획서.hwp,,N
공익활동형,2022-05108,4,2022,Y,2022,공공의료 및 복지시설 봉사(A-15),N,105001,공공의료 및 복지시설,경기도,4122000000,평택시,2203,경기도,평택시,2022-01-01,2022-12-30,승인완료,32,22년공익활동_공공의료 및 복지시설 사업계획서.hwp,22년공익활동_공공의료+및+복지시설+사업계획서 변경-221110.hwp,N
공익활동형,2022-07743,2,2022,Y,2013,노노케어(A-01),N,105001,은빛나눔배달,서울특별시,1162000000,관악구,2425,서울특별시,관악구,2022-01-03,2022-12-30,승인완료,40,2022년 노인사회활동지원사업 노노케어 은빛나눔배달 사업계획서.hwp,,N
사회서비스형,2022-07766,2,2022,Y,2021,공공행정업무지원(B-12),N,105001,공공행정업무지원사업(행복더하기),서울특별시,1147000000,양천구,171083,서울특별시,양천구,2022-01-01,2022-12-31,승인완료,52,2022년+공공행정지원사업(행복더하기)+사업계획서ver.2.hwp,붙임1_2022년 공공행정지원사업(행복더하기) 사업계획서ver.4(2021.01.17).hwp,N
공익활동형,2022-07827,1,2022,N,2022,기타(A-19),N,105001,수직정원관리사업,울산광역시,3171000000,울주군,1919,울산광역시,울주군,2022-01-01,2022-12-30,승인완료,30,2022년+수직정원관리사업.hwp,,N
사회서비스형,2022-05388,1,2022,Y,2021,기타(B-15),N,105001,중구새싹지킴이,대전광역시,3014000000,중구,656,대전광역시,중구,2022-01-01,2022-12-31,승인완료,65,2022년 중구새싹지킴이 사업계획_65명(21.12.14).hwp,,N
공익활동형,2022-05951,1,2022,N,2022,공원 놀이터 등 공공시설 봉사(A-13),N,105001,노인일자리 및 사회활동 지원사업(공공시설),강원도,4279000000,화천군,750,강원도,화천군,2022-02-01,2022-12-31,임시,25,2022년 노인 공공시설활동 사업계획서 최종.hwp,,Y
공익활동형,2022-06007,1,2022,Y,2017,공공의료 및 복지시설 봉사(A-15),N,105001,경로당청소도우미(경로당시설도우미 사업),서울특별시,1174000000,강동구,615,서울특별시,강동구,2022-01-03,2022-12-31,승인완료,139,2022년 시설도우미사업계획서-139명.hwp,,N
사회서비스형,2022-06074,2,2022,Y,2019,기타(B-15),N,105001,사회서비스형(복지시설 서포터즈),경기도,4113000000,성남시,2342,경기도,성남시,2022-01-01,2022-12-30,승인완료,25,완) 2022년 사회서비스형 사업계획서01.hwp,,N
공익활동형,2022-04728,2,2022,Y,2019,학교급식 지원봉사(A-07),N,105001,초등학교급식도우미1(사랑의밥퍼봉사단),서울특별시,1135000000,노원구,721,서울특별시,노원구,2022-01-03,2022-12-31,승인완료,184,(수정)2022년 노인 공익활동 사업계획서_초등학교급식도우미1(사랑의밥퍼봉사단).hwp,(수정)2022년 노인 공익활동 사업계획서_초등학교 급식도우미1(사랑의밥퍼봉사단).hwp,N
공익활동형,2022-06569,2,2022,Y,2022,보육시설 봉사(A-10),N,105001,동구아이보듬이,부산광역시,2617000000,동구,2517,부산광역시,동구,2022-01-03,2022-12-30,승인완료,60,2022년 공익활동 사업계획서(동구아이보듬이).hwp,2022년 공익활동 사업계획서(동구아이보듬이) - 예산수정.hwp,N
공익활동형,2022-06903,1,2022,Y,2020,문화재시설 봉사(A-14),N,105001,문화재시설봉사,경상북도,4721000000,영주시,1003,경상북도,영주시,2022-01-03,2022-12-31,승인완료,100,1.2022문화재시설봉사(100명)11.26.hwp,,N
공익활동형,2022-07615,6,2022,Y,2021,기타(A-19),N,105001,학교관리지원사업,경상남도,4886000000,산청군,366083,경상남도,산청군,2022-01-01,2022-12-31,승인완료,76,2022년   (공익활동) 학교관리지원 사업계획서_산청시니어_(최종)..hwp,2022년 (공익활동) 학교관리지원 사업계획서_221020.hwp,N
공익활동형,2022-06197,2,2022,Y,2019,지역상생 활동작업장(A-24),N,105001,푸른공동체,경상북도,4715000000,김천시,1989,경상북도,김천시,2022-01-03,2022-12-31,승인완료,36,22년푸른공동체(지역상생활동)사업계획서.hwp,22년푸른공동체(지역상생활동)사업계획서(변경).hwp,N
공익활동형,2022-06452,2,2022,Y,2018,생활시설이용자 지원봉사(A-06),N,105001,고독사예방지킴이,부산광역시,2632000000,북구,2661,부산광역시,북구,2022-01-17,2022-12-16,승인완료,50,[등록3]2022년 사업계획서_고독사예방지킴이.hwp,2022년 노인일자리 수정사업계획서_공익(고독사예방지킴이).hwp,N
사회서비스형,2022-06588,3,2022,Y,2021,노인일자리 담당자 업무지원(B-14),N,105001,강서노인일자리서포터즈,서울특별시,1150000000,강서구,212083,서울특별시,강서구,2022-01-01,2022-12-31,승인완료,37,2022년+사회서비스형+강서노인일자리서포터즈(B-14).hwp,2022년+사회서비스형+강서노인일자리서포터즈(B-14)예산변경.hwp,N
시장형,2022-05596,4,2022,Y,2022,음식점(E-09),N,105001,전통온정,충청북도,4311000000,청주시,168,충청북도,청주시,2022-01-01,2022-12-31,승인완료,10,2022년 전통온정 사업계획서.hwp,,N
시장형,2022-05616,2,2022,Y,2021,기타(E-19),N,105001,지역관리도우미2,대전광역시,3014000000,중구,656,대전광역시,중구,2022-01-01,2022-12-31,승인완료,37,22년 지역관리도우미Ⅱ 사업계획서-35명.hwp,2022년 지역관리도우미Ⅱ 사업계획서-35명.hwp,N
공익활동형,2022-05665,2,2022,Y,2015,노노케어(A-01),N,105001,"노노케어(배달, 안부, 말벗)",서울특별시,1147000000,양천구,1830,서울특별시,양천구,2022-01-03,2022-12-30,승인완료,40,2022년 노인 공익활동 사업계획서(노노케어).hwp,,N
사회서비스형,2022-05803,1,2022,N,2022,기타(B-15),N,105001,기타 공공시설 관리지원-희망누리사업단,전라남도,4611000000,목포시,124,전라남도,목포시,2022-02-01,2022-11-30,임시,30,6. 사회서비스형 계획서(2021년 11월 16일).hwp,,Y
공익활동형,2022-06321,1,2022,Y,2017,보육시설 봉사(A-10),N,105001,보육시설 장난감 소독(토이사랑),경기도,4119000000,부천시,70,경기도,부천시,2022-01-03,2022-12-30,승인완료,30,2022년 노인사회활동지원사업 공익활동 토이사랑 사업계획서.hwp,,N
공익활동형,2022-06322,5,2022,Y,2013,경륜전수 활동(A-23),N,105001,익사이팅동화구연,부산광역시,2650000000,수영구,2529,부산광역시,수영구,2022-01-03,2022-12-31,승인완료,10,2022년 익사이팅동화구연 사업계획서.hwp,2022년+익사이팅동화구연+사업계획서.hwp,N
공익활동형,2022-06592,2,2022,Y,2018,지역사회 환경개선 봉사(A-16),N,105001,손끝무리,대전광역시,3011000000,동구,1878,대전광역시,동구,2022-01-01,2022-12-31,승인완료,30,2022년 손끝무리 사업계획서.hwp,2022년 손끝무리 사업계획서(수정본).hwp,N
공익활동형,2022-06595,2,2022,Y,2014,노노케어(A-01),N,105001,노노케어(“와이리고맙老”),서울특별시,1150000000,강서구,2647,서울특별시,강서구,2022-01-03,2022-12-30,승인완료,20,2022년사업계획서_노노_최종본.hwp,,N
공익활동형,2022-05254,1,2022,Y,2019,기타(A-19),N,105001,안전드림체육시설,울산광역시,3120000000,북구,2842,울산광역시,북구,2022-01-01,2022-12-31,승인완료,30,22년 안전드림체육시설 사업계획서.hwp,,N
공익활동형,2022-05279,2,2022,Y,2018,지역사회 환경개선 봉사(A-16),N,105001,시니어 지역환경개선 활동(서부),경기도,4159000000,화성시,2243,경기도,화성시,2022-01-10,2022-12-31,변경심사요청,100,12. 2022년 공익형사업 사업계획서(시니어지역환경개선활동(서부)).hwp,,N
공익활동형,2022-05320,1,2022,Y,2021,공원 놀이터 등 공공시설 봉사(A-13),N,105001,텃밭정원지킴이,서울특별시,1154500000,금천구,738,서울특별시,금천구,2022-01-03,2022-12-23,승인완료,20,2022년 노인사회활동지원사업 사업계획서_텃밭정원지킴이.hwp,,N
공익활동형,2022-05334,2,2022,Y,2018,지역사회 환경개선 봉사(A-16),N,105001,학교주변 클린환경 도우미,전라북도,4579000000,고창군,1378,전라북도,고창군,2022-01-03,2022-12-25,승인완료,90,2022년      사업계획서  학교주변클린환경도우미.hwp,2022년사업계획서++학교주변클린환경도우미(10.4수정본).hwp,N
공익활동형,2022-05411,3,2022,Y,2016,공공의료 및 복지시설 봉사(A-15),N,105001,공공시설지원단,서울특별시,1168000000,강남구,2372,서울특별시,강남구,2022-01-01,2022-12-31,승인완료,50,2022년 노인 공익활동 사업계획서(공공).hwp,,N
사회서비스형,2022-05198,2,2022,Y,2020,온종일돌봄 시설 지원(B-02),N,105001,아이사랑봉사단(온종일 돌봄시설지원),경기도,4165000000,포천시,1729,경기도,포천시,2022-01-01,2022-12-31,승인완료,26,22년 아이사랑사업계획서.hwp,,N
공익활동형,2022-05844,2,2022,Y,2019,기타(A-19),N,105001,곤충 보금자리,서울특별시,1174000000,강동구,6020,서울특별시,강동구,2022-01-03,2022-11-30,승인완료,30,2022년 공익형 곤충 보금자리 사업계획서_30명_이하나.hwp,2022년 공익형 곤충 보금자리 사업계획서_30명_이하나.hwp,N
시장형,2022-05928,2,2022,Y,2012,음식점(E-09),N,105001,둘레도시락사업단,부산광역시,2650000000,수영구,2529,부산광역시,수영구,2022-01-01,2022-12-31,승인완료,35,2022년 둘레도시락 사업계획서.hwp,,N
공익활동형,2022-06003,3,2022,N,2022,지역사회안전망 구축 지원(A-18),N,105001,푸르미 방역 도우미 ,경기도,4131000000,구리시,65,경기도,구리시,2022-01-01,2022-12-31,승인완료,30,2022년 푸르미 방역 지킴이(수정완료).hwp,8. 2022년 푸르미 방역 지킴이(수정본).hwp,N
공익활동형,2022-06045,6,2022,Y,2021,공공의료 및 복지시설 봉사(A-15),N,105001,희망나눔도우미,전라북도,4518000000,정읍시,372083,전라북도,정읍시,2022-01-03,2022-12-30,승인완료,16,1206_2022년 노인 공익활동 사업계획서-희망나눔도우미 (공공시설봉사)_.hwp,2022년 사업계획서-희망나눔도우미.hwp,N
사회서비스형,2022-07096,1,2022,Y,2021,공공행정업무지원(B-12),N,105001,시니어우체국도우미,전라북도,4514000000,익산시,121,전라북도,익산시,2022-01-01,2022-11-30,승인완료,35,2022년+사회서비스형+사업계획서(시니어우체국도우미).hwp,,N
사회서비스형,2022-07181,1,2022,Y,2021,노인일자리 담당자 업무지원(B-14),N,105001,시장형서포터즈,울산광역시,3114000000,남구,2919,울산광역시,남구,2022-01-03,2022-12-07,승인완료,20,22년_시장형(사업계획서).hwp,,N
공익활동형,2022-07186,2,2022,Y,2016,공공의료 및 복지시설 봉사(A-15),N,105001,복지시설도우미사업,광주광역시,2915500000,남구,2835,광주광역시,남구,2022-01-01,2022-12-31,승인완료,200,2022년 복지시설도우미 - 21.11.25.hwp,,N
공익활동형,2022-04934,2,2022,Y,2022,지역사회안전망 구축 지원(A-18),N,105001,황송방역지킴이,경기도,4113000000,성남시,2342,경기도,성남시,2022-01-03,2022-11-30,반려,50,완)+2022년+공익활동+사업계획-방역02.hwp,,Y
공익활동형,2022-05052,3,2022,Y,2022,공원 놀이터 등 공공시설 봉사(A-13),N,105001,지하철안전도우미활동,부산광역시,2617000000,동구,36,부산광역시,동구,2022-01-03,2022-12-30,승인완료,128,2022년 지하철안전도우미활동 사업계획서.hwp,2022년+지하철안전도우미활동+사업계획서+(수정7.12).hwp,N
공익활동형,2022-05183,1,2022,Y,2006,지역사회 환경개선 봉사(A-16),N,105001,지역사회 환경개선,대구광역시,2711000000,중구,241,대구광역시,중구,2022-01-01,2022-12-31,승인완료,490,수정_2022년 지역사회 환경개선 사업계획서(중구_연중).hwp,,N
공익활동형,2022-05194,4,2022,Y,2019,공원 놀이터 등 공공시설 봉사(A-13),N,105001,공원생활안전수칙계도사업,부산광역시,2629000000,남구,478,부산광역시,남구,2022-01-03,2022-12-30,승인완료,92,2022년_공원생활안전수칙계도사업-1.hwp,2022년_공원생활안전수칙계도사업-사업계획서-2.hwp,N
사회서비스형,2022-06320,2,2022,Y,2019,노인 관련 시설지원(B-07),N,105001,사랑나눔 행복돌봄(노인관련시설),경기도,4183000000,양평군,2763,경기도,양평군,2022-02-01,2022-12-31,승인완료,25,8. 2022사업계획서 사랑나눔 행복돌봄(노인관련시설 B-07).hwp,08. 2022사업계획서 사랑나눔 행복돌봄(노인관련시설 B-07).hwp,N
공익활동형,2022-04721,1,2022,Y,2016,지역사회 환경개선 봉사(A-16),N,105001,지역사회환경개선봉사,강원도,4223000000,삼척시,2531,강원도,삼척시,2022-01-01,2022-12-31,승인완료,2642,22년사업계획서-지역사회.hwp,,N
공익활동형,2022-04777,2,2022,Y,2008,노노케어(A-01),N,105001,노노케어(11개월),경기도,4113000000,성남시,72,경기도,성남시,2022-01-03,2022-12-16,승인완료,160,(공익형) 2022년 노노케어(11개월) 사업계획서(최종).hwp,,N
공익활동형,2022-05489,6,2022,Y,2020,보육시설 봉사(A-10),N,105001,보육시설봉사,경상남도,4812000000,창원시,177,경상남도,창원시,2022-01-03,2022-12-30,승인완료,50,2022년 보육시설봉사 사업계획서.hwp,보육시설봉사(22.11.16.).hwp,N
공익활동형,2022-05715,1,2022,Y,2022,지역사회 환경개선 봉사(A-16),N,105001,어메니티환경정비단,부산광역시,2635000000,해운대구,2895,부산광역시,해운대구,2022-01-03,2022-12-31,승인완료,131,2022년 어메니티 사업계획서.hwp,,N
공익활동형,2022-05930,2,2022,Y,2022,지역사회 환경개선 봉사(A-16),N,105001,(재활용품)모으구리 (녹색환경)살리구리,경기도,4131000000,구리시,65,경기도,구리시,2022-01-01,2022-12-31,승인완료,30,2022년 모으구리 살리구리(완료).hwp,2022년 모으구리 살리구리(수정완료).hwp,N
사회서비스형,2022-05549,7,2022,Y,2021,공공행정업무지원(B-12),N,105001,시니어 소방안전지킴이,경상남도,4831000000,거제시,216083,경상남도,거제시,2022-01-03,2022-12-31,승인완료,25,2022년 시니어 소방안전지킴이 사업계획서.hwp,2022년+시니어+소방안전지킴이+사업계획서 (2).hwp,N
공익활동형,2022-05570,1,2022,Y,2015,기타(A-19),N,105001,행복드림 학교시설관리,부산광역시,2611000000,중구,2739,부산광역시,중구,2022-01-03,2022-12-31,임시,32,2022년 행복드림 학교시설관리 사업계획서.hwp,,Y
시장형,2022-06557,2,2022,N,2022,봉제제품(E-06),N,105001,반려동물 용품공방,서울특별시,1174000000,강동구,6020,서울특별시,강동구,2022-02-01,2022-12-31,승인완료,18,2022년 노인일자리 시장형사업단 반려동물 용품공방 사업계획서_18명_김규환.hwp,,N
시장형,2022-06661,2,2022,N,2022,도시락 및 반찬류(E-03),N,105001,미남반찬 2호점,전라남도,4682000000,해남군,248083,전라남도,해남군,2022-02-01,2022-12-30,승인완료,26,2022년 시장형-미남반찬 2호점 사업계획서.hwp,,N
공익활동형,2022-05594,2,2022,Y,2021,지역사회 환경개선 봉사(A-16),N,105001,공영주차장봉사,경기도,4111000000,수원시,1061,경기도,수원시,2022-01-10,2022-12-31,승인완료,102,22년 공영주차장봉사 사업계획서(최종).hwp,22년+공영주차장봉사+사업계획서(최종).hwp,N
시장형,2022-05698,2,2022,Y,2021,기타(E-19),N,105001,학교누리사업,대전광역시,3014000000,중구,656,대전광역시,중구,2022-01-01,2022-12-31,승인완료,41,2022년+학교누리사업+사업계획서_211203.hwp,2022년+학교누리사업+사업계획서_220216.hwp,N
사회서비스형,2022-05702,1,2022,N,2022,기타(B-15),N,105001,시니어열차문화예술단,경상북도,4715000000,김천시,1989,경상북도,김천시,2022-01-03,2022-12-31,승인완료,8,2022년 사회서비스형 사업계획서_시니어열차문화예술단.hwp,,N
공익활동형,2022-05706,2,2022,Y,2015,스쿨존교통지원 봉사(A-08),N,105001,학교지킴이,서울특별시,1147000000,양천구,1830,서울특별시,양천구,2022-01-03,2022-12-30,승인완료,120,2022년 노인 공익활동 사업계획서(학교지킴이).hwp,,N
공익활동형,2022-04820,3,2022,Y,2022,건강체조 취미생활 지도(A-20),N,105001,실버강사도우미,충청북도,4377000000,음성군,99,충청북도,음성군,2022-01-01,2022-12-31,승인완료,16,2022년 사업계획 수립 및 등록(실버강사도우미).hwp,2022년+사업계획+수립+및+등록(실버강사도우미)+(변경).hwp,N
공익활동형,2022-06735,1,2022,N,2022,노노케어(A-01),N,105001,흥선요기요,경기도,4115000000,의정부시,2367,경기도,의정부시,2022-01-03,2022-12-30,승인완료,35,2022년 공익활동형 흥선요기요 사업계획서.hwp,,N
공익활동형,2022-06155,3,2022,Y,2016,공공의료 및 복지시설 봉사(A-15),N,105001,복지시설봉사,부산광역시,2635000000,해운대구,1942,부산광역시,해운대구,2022-01-01,2022-12-31,승인완료,28,[해운대종합사회복지관]복지시설봉사 사업계획서.hwp,2022+복지시설봉사+사업계획서2.hwp,N
사회서비스형,2022-06447,5,2022,Y,2021,노인 관련 시설지원(B-07),N,105001,복지시설 급식서비스 지원,부산광역시,2632000000,북구,2661,부산광역시,북구,2022-01-24,2022-11-30,승인완료,8,2022년+급식서비스(최종).hwp,2022년 노일일자리 수정사업계획서3_복지시설급식.hwp,N
공익활동형,2022-06475,2,2022,N,2022,지역사회안전망 구축 지원(A-18),N,105001,지역안전방역활동,강원도,4219000000,태백시,2231,강원도,태백시,2022-02-01,2022-12-31,승인완료,180,8. 지역안전방역활동.hwp,8.+지역안전방역활동.hwp,N
사회서비스형,2022-06741,2,2022,Y,2020,온종일돌봄 시설 지원(B-02),N,105001,온종일돌봄시설지원사업,서울특별시,1121500000,광진구,172086,서울특별시,광진구,2022-02-01,2022-12-30,승인완료,40,2022년 사회서비스형 사업계획서_온종일돌봄센터_40명_최종.hwp,,N
공익활동형,2022-06635,1,2022,Y,2016,공원 놀이터 등 공공시설 봉사(A-13),N,105001,성남시니어클럽-공공시설관리지원사업단,경기도,4113000000,성남시,1137,경기도,성남시,2022-01-03,2022-11-30,승인완료,130,2022년 노인 공익활동 사업계획서(공공시설관리지원).hwp,,N
시장형,2022-06867,4,2022,Y,2016,기타(E-19),N,105001,수변구역 환경보호 및 환경정비(맑은대청지킴이),충청북도,4373000000,옥천군,2609,충청북도,옥천군,2022-02-01,2022-12-30,승인완료,33,2022년 맑은대청지킴이_수정.hwp,221114 2022년+맑은대청지킴이_수정.hwp,N
공익활동형,2022-07828,2,2022,Y,2022,지역사회 환경개선 봉사(A-16),N,105001,배움터환경관리,충청북도,4380000000,단양군,1317,충청북도,단양군,2022-01-01,2022-12-31,승인완료,30,배움터환경관리.hwp,,N
공익활동형,2022-07830,2,2022,Y,2009,공공의료 및 복지시설 봉사(A-15),N,105001,경로당돌봄지원사업,경기도,4139000000,시흥시,810,경기도,시흥시,2022-01-01,2022-12-31,승인완료,260,경로당돌봄지원사업.hwp,,N
공익활동형,2022-07831,2,2022,Y,2018,지역사회 환경개선 봉사(A-16),N,105001,클린도시지킴이사업,경기도,4139000000,시흥시,810,경기도,시흥시,2022-01-01,2022-12-31,승인완료,70,클린도시지킴이사업.hwp,,N
공익활동형,2022-07850,1,2022,Y,2015,공공의료 및 복지시설 봉사(A-15),N,105001,복지시설관리,부산광역시,2623000000,부산진구,578,부산광역시,부산진구,2022-01-03,2022-12-01,승인완료,70,2022년 복지시설관리 사업계획서(부산진구종합사회복지관).hwp,,N
공익활동형,2022-06102,1,2022,Y,2022,스쿨존교통지원 봉사(A-08),N,105001,교통지원봉사,경기도,4122000000,평택시,2089,경기도,평택시,2022-02-01,2022-12-31,임시,12,2022 교통지원봉사 사업계획서.hwp,,Y
공익활동형,2022-06117,3,2022,Y,2019,지역사회 환경개선 봉사(A-16),N,105001,아름다운자전거,서울특별시,1121500000,광진구,172086,서울특별시,광진구,2022-02-01,2022-12-31,승인완료,96,2022년 아름다운자전거 사업단 사업계획서_최종.hwp,,N
공익활동형,2022-06161,2,2022,Y,2021,공원 놀이터 등 공공시설 봉사(A-13),N,105001,공원관리사업(숲사랑),경기도,4119000000,부천시,70,경기도,부천시,2022-01-03,2022-12-30,승인완료,30,2022년 노인사회활동지원사업 공익활동 숲사랑 사업계획서(211126).hwp,2022년+노인사회활동지원사업+공익활동+숲사랑+사업계획서(211126)_수정.hwp,N
사회서비스형,2022-06581,6,2022,Y,2021,공공행정업무지원(B-12),N,105001,국민연금공단 업무지원(시니어연금가이드),경상남도,4833000000,양산시,1637,경상남도,양산시,2022-01-03,2022-11-30,승인완료,2,2022년_사회서비스형_시니어연금가이드사업.hwp,2022년_사회서비스형_시니어연금가이드사업(변경).hwp,N
시장형,2022-07627,4,2022,Y,2012,참기름 및 장류(E-02),N,105001,봄날의방앗간,충청북도,4311000000,청주시,922,충청북도,청주시,2022-01-01,2022-12-31,승인완료,11,2022년 봄날의방앗간 사업계획서.hwp,2022년 봄날의방앗간 사업계획서_1차 변경.hwp,N
사회서비스형,2022-07629,1,2022,N,2022,노인일자리 담당자 업무지원(B-14),N,105001,노인일자리담당자업무지원사업단,경기도,4113000000,성남시,1137,경기도,성남시,2022-01-03,2022-12-30,승인완료,10,2022년 노인일자리담당자업무지원 사업단(10명).hwp,,N
공익활동형,2022-05877,2,2022,Y,2013,지역아동센터 봉사(A-11),N,105001,지역아동센터연계사업 '행복디딤돌',대전광역시,3023000000,대덕구,53,대전광역시,대덕구,2022-01-01,2022-12-31,승인완료,80,2022+행복디딤돌+지역아동센터봉사+사업계획서.hwp,2022년 공익형사업단 행복디딤돌 사업계획서(예산변경).hwp,N
시장형,2022-06014,4,2022,Y,2007,기타(E-07),N,105001,신바람일터,경상북도,4729000000,경산시,174,경상북도,경산시,2022-01-01,2022-12-31,승인완료,12,2022년+사업계획서+신바람일터(최종).hwp,,N
시장형,2022-06028,4,2022,Y,2014,기타(E-04),N,105001,북어채찢기,강원도,4277000000,정선군,688,강원도,정선군,2022-01-01,2022-12-31,승인완료,28,2022년+북어채+사업계획서.hwp,2022년 시장형(북어채찢기) 사업계획서(2차 변경).hwp,N
시장형,2022-06096,3,2022,Y,2015,카페(E-08),N,105001,"사북실버카페 ""길""",강원도,4277000000,정선군,688,강원도,정선군,2022-01-01,2022-12-31,승인완료,10,2022년 시장형(사북실버카페) 사업계획서.hwp,2022년 시장형(사북실버카페) 사업계획서(변경).hwp,N
시장형,2022-05247,2,2022,Y,2019,음식점(E-09),N,105001,쥐눈이콩나물밥3호점,강원도,4211000000,춘천시,166,강원도,춘천시,2022-01-01,2022-12-31,승인완료,31,2022년 쥐눈이콩나물밥3호점 사업계획서.pdf,2022년 쥐눈이콩나물밥3호점 사업계획서(20220114).zip,N
공익활동형,2022-05925,2,2022,Y,2022,건강체조 취미생활 지도(A-20),N,105001,어우러지클럽,강원도,4277000000,정선군,688,강원도,정선군,2022-01-01,2022-12-31,승인완료,12,2022년 어우러지클럽사업 사업계획서.hwp,2022년+어우러지클럽사업+사업계획서 변경(최종).hwp,N
공익활동형,2022-06667,3,2022,Y,2017,기타(A-19),N,105001,친환경EM홍보,충청북도,4373000000,옥천군,2609,충청북도,옥천군,2022-01-11,2022-12-30,승인완료,38,2022년 친환경EM홍보활동.hwp,2022년_친환경EM홍보(변경2차).hwp,N
공익활동형,2022-05139,4,2022,Y,2016,노노케어(A-01),N,105001,노노케어활동(금빛),경상남도,4817000000,진주시,492,경상남도,진주시,2022-01-07,2022-12-31,승인완료,100,노노케어활동(금빛) 사업계획서.hwp,2022년 노노케어활동(금빛) 사업계획서.hwp,N
사회서비스형,2022-06598,4,2022,Y,2022,장애인 서비스 지원(B-06),N,105001,장애인시설지원,전라남도,4682000000,해남군,248083,전라남도,해남군,2022-01-17,2022-12-31,승인완료,20,2022년 사회서비스형-장애인시설지원 사업계획서.hwp,2022년 사회서비스형-장애인시설지원 사업계획서.hwp,N
공익활동형,2022-06509,2,2022,Y,2015,노노케어(A-01),N,105001,노노케어,인천광역시,2823700000,부평구,1917,인천광역시,부평구,2022-01-03,2022-12-05,승인완료,300,2022년+노노케어+사업계획서(완).hwp,,N
사회서비스형,2022-06984,1,2022,Y,2019,노인 관련 시설지원(B-07),N,105001,취약계층 전문서비스(노인 관련 시설 지원),경기도,4125000000,동두천시,1902,경기도,동두천시,2022-01-01,2022-12-31,승인완료,80,2022년 사회서비스형 사업계획서(노인관련시설).hwp,,N
공익활동형,2022-07049,1,2022,Y,2022,공원 놀이터 등 공공시설 봉사(A-13),N,105001,국화꽃 축제장 도우미,충청남도,4421000000,서산시,347,충청남도,서산시,2022-02-01,2022-12-31,승인완료,44,2022년 사업계획서(국화꽃축제장도우미).hwp,,N
시장형,2022-06193,1,2022,Y,2015,간식류(E-01),N,105001,부각 건조사업,강원도,4221000000,속초시,1649,강원도,속초시,2022-01-01,2022-12-31,승인완료,12,2022 부각건조사업.hwp,,N
시장형,2022-06227,1,2022,N,2022,도시락 및 반찬류(E-03),N,105001,KS홈푸드,부산광역시,2644000000,강서구,2764,부산광역시,강서구,2022-01-03,2022-12-31,임시,30,2022년+시장형사업단+사업계획서- KS홈푸드.hwp,,Y
시장형,2022-06945,2,2022,Y,2018,음식점(E-09),N,105001,유성할매빈대떡,대전광역시,3020000000,유성구,803,대전광역시,유성구,2022-01-01,2022-12-31,승인완료,16,2022년 유성할매빈대떡 사업계획서.hwp,,N
사회서비스형,2022-07010,2,2022,Y,2021,안전관리지원(B-10),N,105001,시니어안전모니터링,인천광역시,2814000000,동구,2891,인천광역시,동구,2022-01-24,2022-12-09,승인완료,29,2022년 시니어안전모니터링 사업계획서.hwp,2022년 시니어안전모니터링 사업계획서(29명).hwp,N
공익활동형,2022-07043,1,2022,Y,2018,공원 놀이터 등 공공시설 봉사(A-13),N,105001,공공시설봉사 사업,울산광역시,3114000000,남구,902,울산광역시,남구,2022-01-01,2022-12-30,승인완료,40,2022 공공시설봉사.hwp,,N
공익활동형,2022-04995,2,2022,Y,2022,노노케어(A-01),N,105001,노노케어활동,부산광역시,2617000000,동구,36,부산광역시,동구,2022-01-03,2022-12-30,승인완료,90,2022년+노노케어활동+사업계획서-수정완료.hwp,,N
공익활동형,2022-05128,2,2022,N,2022,지역사회 환경개선 봉사(A-16),N,105001,낙동강생태환경관리지원사업,경상북도,4717000000,안동시,1909,경상북도,안동시,2022-01-03,2022-12-30,승인완료,138,2022년 낙동강생태환경관리지원사업 사업계획서.hwp,2022년 낙동강생태환경관리지원사업 사업계획서.hwp,N
공익활동형,2022-05164,2,2022,Y,2017,공원 놀이터 등 공공시설 봉사(A-13),N,105001,공공시설도우미,대전광역시,3014000000,중구,656,대전광역시,중구,2022-01-01,2022-12-23,승인완료,50,2022년 공공시설도우미 사업계획서-50명.hwp,2022년+공공시설도우미+사업계획서-50명(22.05.31).hwp,N
공익활동형,2022-05541,9,2022,Y,2022,학교급식 지원봉사(A-07),N,105001,학교급식지원봉사,충청북도,4311000000,청주시,922,충청북도,청주시,2022-01-01,2022-12-31,승인완료,157,2022년 학교급식지원봉사 사업계획서.hwp,2022년 학교급식지원봉사 변경 사업계획서(221226).hwp,N
공익활동형,2022-05675,1,2022,N,2022,공원 놀이터 등 공공시설 봉사(A-13),N,105001,실버방역지킴이,경기도,4119000000,부천시,71,경기도,부천시,2022-01-01,2022-12-31,승인완료,14,★2022년 실버방역지킴이(공익형) 사업계획서.hwp,,N
시장형,2022-04753,2,2022,Y,2011,기타(E-07),N,105001,인천쪽방상담소 괭이부리말희망일터 공동작업장,인천광역시,2814000000,동구,2315,인천광역시,동구,2022-01-01,2022-12-31,승인완료,10,2022년+인천쪽방상담소+괭이부리말희망일터+(한국노인인력개발원+등록).hwp,,N
